,head_cui,head,relation_label,tail_cui,tail,rel_type,rela_raw,sab,has_named_rel,linearised
26790,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRHUN,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26791,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRHUN,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26792,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRHUN,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26793,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRITA,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26794,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRITA,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26795,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRITA,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26796,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRJPN,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26797,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRJPN,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26798,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRJPN,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26799,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRCZE,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26800,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRCZE,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26801,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRCZE,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26802,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRPOR,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26803,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRPOR,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26804,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRPOR,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26805,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRGER,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26806,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRGER,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26807,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRGER,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26808,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSPA,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26809,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSPA,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26810,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSPA,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26811,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRRUS,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26812,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRRUS,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26813,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRRUS,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26814,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRKOR,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26815,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRKOR,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26816,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRKOR,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26817,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRBPO,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26818,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRBPO,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26819,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRBPO,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26820,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSWE,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26821,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSWE,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26822,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSWE,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26823,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRLAV,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26824,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRLAV,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26825,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRLAV,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26826,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRGRE,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26827,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRGRE,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26828,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRGRE,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26829,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRPOL,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26830,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRPOL,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26831,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRPOL,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26832,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRARA,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26833,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRARA,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26834,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRARA,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26835,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDREST,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26836,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDREST,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26837,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDREST,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26838,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRFIN,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26839,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRFIN,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26840,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRFIN,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26841,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRHRV,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26842,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRHRV,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26843,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRHRV,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26844,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRLIT,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26845,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRLIT,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26846,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRLIT,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26847,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRISL,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26848,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRISL,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26849,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRISL,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26850,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRNOR,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26851,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRNOR,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26852,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRNOR,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26853,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSLV,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26854,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSLV,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26855,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSLV,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26856,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSLK,True,"Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26857,C2721746,Lipodystrophy (SMQ),has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSLK,True,"Lipodystrophy (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26858,C3160955,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ)",has member,C0156883,"Abnormal glucose tolerance of mother, postpartum",RO,has_member,MDRSLK,True,"Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) (SMQ) has member Abnormal glucose tolerance of mother, postpartum."
26860,C0158981,Neonatal diabetes mellitus,mapped to,C0158981,Neonatal diabetes mellitus,RN,mapped_to,ICPC2ICD10ENG,True,Neonatal diabetes mellitus mapped to Neonatal diabetes mellitus.
26861,C0158981,Neonatal diabetes mellitus,mapped to,C0158981,Neonatal diabetes mellitus,RO,mapped_to,SNOMEDCT_US,True,Neonatal diabetes mellitus mapped to Neonatal diabetes mellitus.
26862,C1832386,"Diabetes mellitus, transient neonatal 1",mapped to,C0158981,Neonatal diabetes mellitus,RO,mapped_to,SNOMEDCT_US,True,"Diabetes mellitus, transient neonatal 1 mapped to Neonatal diabetes mellitus."
26863,C1833104,Permanent neonatal diabetes mellitus,mapped to,C0158981,Neonatal diabetes mellitus,RO,mapped_to,SNOMEDCT_US,True,Permanent neonatal diabetes mellitus mapped to Neonatal diabetes mellitus.
26864,C1835887,"Diabetes mellitus, transient neonatal 2",mapped to,C0158981,Neonatal diabetes mellitus,RO,mapped_to,SNOMEDCT_US,True,"Diabetes mellitus, transient neonatal 2 mapped to Neonatal diabetes mellitus."
26865,C1864623,"Diabetes mellitus, transient neonatal 3",mapped to,C0158981,Neonatal diabetes mellitus,RO,mapped_to,SNOMEDCT_US,True,"Diabetes mellitus, transient neonatal 3 mapped to Neonatal diabetes mellitus."
26867,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDR,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26870,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRITA,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26872,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRJPN,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26874,C1833104,Permanent neonatal diabetes mellitus,isa,C0158981,Neonatal diabetes mellitus,CHD,isa,MEDCIN,True,Permanent neonatal diabetes mellitus isa Neonatal diabetes mellitus.
26875,C0011849,Diabetes Mellitus,inverse isa,C0158981,Neonatal diabetes mellitus,PAR,inverse_isa,MEDCIN,True,Diabetes Mellitus inverse isa Neonatal diabetes mellitus.
26876,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRCZE,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26881,C1857775,"Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism",has manifestation,C0158981,Neonatal diabetes mellitus,RO,has_manifestation,OMIM,True,"Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism has manifestation Neonatal diabetes mellitus."
26882,C2748662,Mitchell-Riley Syndrome,has manifestation,C0158981,Neonatal diabetes mellitus,RO,has_manifestation,OMIM,True,Mitchell-Riley Syndrome has manifestation Neonatal diabetes mellitus.
26883,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRHUN,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26885,C1833104,Permanent neonatal diabetes mellitus,isa,C0158981,Neonatal diabetes mellitus,CHD,isa,NCI,True,Permanent neonatal diabetes mellitus isa Neonatal diabetes mellitus.
26886,C2827448,Childhood Diabetes Mellitus,inverse isa,C0158981,Neonatal diabetes mellitus,PAR,inverse_isa,NCI,True,Childhood Diabetes Mellitus inverse isa Neonatal diabetes mellitus.
26887,C0012240,gastrointestinal system,is associated anatomic site of,C0158981,Neonatal diabetes mellitus,RO,is_associated_anatomic_site_of,NCI,True,gastrointestinal system is associated anatomic site of Neonatal diabetes mellitus.
26888,C0012240,gastrointestinal system,is primary anatomic site of disease,C0158981,Neonatal diabetes mellitus,RO,is_primary_anatomic_site_of_disease,NCI,True,gastrointestinal system is primary anatomic site of disease Neonatal diabetes mellitus.
26889,C0014133,Endocrine Gland,is associated anatomic site of,C0158981,Neonatal diabetes mellitus,RO,is_associated_anatomic_site_of,NCI,True,Endocrine Gland is associated anatomic site of Neonatal diabetes mellitus.
26890,C0014136,endocrine system,is associated anatomic site of,C0158981,Neonatal diabetes mellitus,RO,is_associated_anatomic_site_of,NCI,True,endocrine system is associated anatomic site of Neonatal diabetes mellitus.
26891,C0014136,endocrine system,is primary anatomic site of disease,C0158981,Neonatal diabetes mellitus,RO,is_primary_anatomic_site_of_disease,NCI,True,endocrine system is primary anatomic site of disease Neonatal diabetes mellitus.
26892,C0022131,Islet of Langerhans,is normal tissue origin of disease,C0158981,Neonatal diabetes mellitus,RO,is_normal_tissue_origin_of_disease,NCI,True,Islet of Langerhans is normal tissue origin of disease Neonatal diabetes mellitus.
26893,C0030274,pancreas,is associated anatomic site of,C0158981,Neonatal diabetes mellitus,RO,is_associated_anatomic_site_of,NCI,True,pancreas is associated anatomic site of Neonatal diabetes mellitus.
26894,C0030274,pancreas,is primary anatomic site of disease,C0158981,Neonatal diabetes mellitus,RO,is_primary_anatomic_site_of_disease,NCI,True,pancreas is primary anatomic site of disease Neonatal diabetes mellitus.
26895,C1522529,Islet Cell,is normal cell origin of disease,C0158981,Neonatal diabetes mellitus,RO,is_normal_cell_origin_of_disease,NCI,True,Islet Cell is normal cell origin of disease Neonatal diabetes mellitus.
26896,C3897949,Perinatal Terminology,subset includes concept,C0158981,Neonatal diabetes mellitus,RO,subset_includes_concept,NCI,True,Perinatal Terminology subset includes concept Neonatal diabetes mellitus.
26897,C3897973,Pediatric Endocrinology Terminology,subset includes concept,C0158981,Neonatal diabetes mellitus,RO,subset_includes_concept,NCI,True,Pediatric Endocrinology Terminology subset includes concept Neonatal diabetes mellitus.
26898,C5239397,NICHD Terminology,subset includes concept,C0158981,Neonatal diabetes mellitus,RO,subset_includes_concept,NCI,True,NICHD Terminology subset includes concept Neonatal diabetes mellitus.
26899,C1836780,Pancreatic And Cerebellar Agenesis,has manifestation,C0158981,Neonatal diabetes mellitus,RO,has_manifestation,OMIM,True,Pancreatic And Cerebellar Agenesis has manifestation Neonatal diabetes mellitus.
26900,C1833104,Permanent neonatal diabetes mellitus,isa,C0158981,Neonatal diabetes mellitus,CHD,isa,SNOMEDCT_US,True,Permanent neonatal diabetes mellitus isa Neonatal diabetes mellitus.
26901,C2874125,Diabetes mellitus due to genetic defect in beta cell function,inverse isa,C0158981,Neonatal diabetes mellitus,PAR,inverse_isa,SNOMEDCT_US,True,Diabetes mellitus due to genetic defect in beta cell function inverse isa Neonatal diabetes mellitus.
26902,C0014136,endocrine system,finding site of,C0158981,Neonatal diabetes mellitus,RO,finding_site_of,SNOMEDCT_US,True,endocrine system finding site of Neonatal diabetes mellitus.
26903,C0158981,Neonatal diabetes mellitus,mapped from,C0158981,Neonatal diabetes mellitus,RO,mapped_from,SNOMEDCT_US,True,Neonatal diabetes mellitus mapped from Neonatal diabetes mellitus.
26904,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRPOR,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26906,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRRUS,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26908,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRKOR,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26910,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRBPO,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26912,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRSWE,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26914,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRLAV,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26916,C1833104,Permanent neonatal diabetes mellitus,isa,C0158981,Neonatal diabetes mellitus,CHD,isa,ORPHANET,True,Permanent neonatal diabetes mellitus isa Neonatal diabetes mellitus.
26917,C1836780,Pancreatic And Cerebellar Agenesis,isa,C0158981,Neonatal diabetes mellitus,CHD,isa,ORPHANET,True,Pancreatic And Cerebellar Agenesis isa Neonatal diabetes mellitus.
26918,C5681799,Rare diabetes mellitus,inverse isa,C0158981,Neonatal diabetes mellitus,PAR,inverse_isa,ORPHANET,True,Rare diabetes mellitus inverse isa Neonatal diabetes mellitus.
26919,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRPOL,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
26921,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),has member,C0158981,Neonatal diabetes mellitus,RO,has_member,MDRGRE,True,Hyperglycaemia/new onset diabetes mellitus (SMQ) has member Neonatal diabetes mellitus.
