,head_cui,head,relation_label,tail_cui,tail,rel_type,rela_raw,sab,has_named_rel,linearised
1,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSH,True,antihypertensive agent inverse isa Acebutolol.
2,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHSWE,True,antihypertensive agent inverse isa Acebutolol.
3,C0543447,Acebutolol hydrochloride,has free acid or base form,C0000946,Acebutolol,RO,has_free_acid_or_base_form,NCI,True,Acebutolol hydrochloride has free acid or base form Acebutolol.
5,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHCZE,True,antihypertensive agent inverse isa Acebutolol.
6,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHFIN,True,antihypertensive agent inverse isa Acebutolol.
7,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHJPN,True,antihypertensive agent inverse isa Acebutolol.
8,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHPOL,True,antihypertensive agent inverse isa Acebutolol.
9,C0000946,Acebutolol,active ingredient of,C0000946,Acebutolol,RO,active_ingredient_of,SCTSPA,True,Acebutolol active ingredient of Acebutolol.
10,C0543447,Acebutolol hydrochloride,isa,C0000946,Acebutolol,RN,isa,MEDCIN,True,Acebutolol hydrochloride isa Acebutolol.
11,C0000946,Acebutolol,active ingredient of,C0000946,Acebutolol,RO,active_ingredient_of,SNOMEDCT_US,True,Acebutolol active ingredient of Acebutolol.
12,C0543447,Acebutolol hydrochloride,form of,C0000946,Acebutolol,RN,form_of,RXNORM,True,Acebutolol hydrochloride form of Acebutolol.
13,C0002962,Angina Pectoris,may be treated by,C0000946,Acebutolol,RO,may_be_treated_by,MED-RT,True,Angina Pectoris may be treated by Acebutolol.
14,C0020538,Hypertensive disease,may be treated by,C0000946,Acebutolol,RO,may_be_treated_by,MED-RT,True,Hypertensive disease may be treated by Acebutolol.
15,C0020649,Hypotension,has contraindicated drug,C0000946,Acebutolol,RO,has_contraindicated_drug,MED-RT,True,Hypotension has contraindicated drug Acebutolol.
16,C0032961,Pregnancy,has contraindicated drug,C0000946,Acebutolol,RO,has_contraindicated_drug,MED-RT,True,Pregnancy has contraindicated drug Acebutolol.
18,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHFRE,True,antihypertensive agent inverse isa Acebutolol.
19,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHGER,True,antihypertensive agent inverse isa Acebutolol.
20,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHITA,True,antihypertensive agent inverse isa Acebutolol.
21,C0000946,Acebutolol,has active ingredient,C0000946,Acebutolol,RO,has_active_ingredient,SNOMEDCT_US,True,Acebutolol has active ingredient Acebutolol.
22,C0543447,Acebutolol hydrochloride,has active ingredient,C0000946,Acebutolol,RO,has_active_ingredient,MEDCIN,True,Acebutolol hydrochloride has active ingredient Acebutolol.
23,C0543447,Acebutolol hydrochloride,is modification of,C0000946,Acebutolol,RO,is_modification_of,SNOMEDCT_US,True,Acebutolol hydrochloride is modification of Acebutolol.
24,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHRUS,True,antihypertensive agent inverse isa Acebutolol.
25,C0000946,Acebutolol,has active ingredient,C0000946,Acebutolol,RO,has_active_ingredient,SCTSPA,True,Acebutolol has active ingredient Acebutolol.
26,C0543447,Acebutolol hydrochloride,is modification of,C0000946,Acebutolol,RO,is_modification_of,SCTSPA,True,Acebutolol hydrochloride is modification of Acebutolol.
28,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHPOR,True,antihypertensive agent inverse isa Acebutolol.
29,C0003364,antihypertensive agent,inverse isa,C0000946,Acebutolol,RB,inverse_isa,MSHSPA,True,antihypertensive agent inverse isa Acebutolol.
30,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSH,True,Hypoglycemic agents inverse isa Acetohexamide.
32,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHSWE,True,Hypoglycemic agents inverse isa Acetohexamide.
33,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHCZE,True,Hypoglycemic agents inverse isa Acetohexamide.
34,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHFIN,True,Hypoglycemic agents inverse isa Acetohexamide.
35,C0000992,Acetohexamide,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MEDCIN,True,Acetohexamide inverse isa Acetohexamide.
36,C0000992,Acetohexamide,active ingredient of,C0000992,Acetohexamide,RO,active_ingredient_of,MEDCIN,True,Acetohexamide active ingredient of Acetohexamide.
37,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHJPN,True,Hypoglycemic agents inverse isa Acetohexamide.
38,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHPOL,True,Hypoglycemic agents inverse isa Acetohexamide.
39,C0000992,Acetohexamide,has active ingredient,C0000992,Acetohexamide,RO,has_active_ingredient,MEDCIN,True,Acetohexamide has active ingredient Acetohexamide.
40,C0000992,Acetohexamide,has active ingredient,C0000992,Acetohexamide,RO,has_active_ingredient,SNOMEDCT_US,True,Acetohexamide has active ingredient Acetohexamide.
41,C0000992,Acetohexamide,active ingredient of,C0000992,Acetohexamide,RO,active_ingredient_of,SCTSPA,True,Acetohexamide active ingredient of Acetohexamide.
42,C0000992,Acetohexamide,isa,C0000992,Acetohexamide,RN,isa,MEDCIN,True,Acetohexamide isa Acetohexamide.
43,C0000992,Acetohexamide,active ingredient of,C0000992,Acetohexamide,RO,active_ingredient_of,SNOMEDCT_US,True,Acetohexamide active ingredient of Acetohexamide.
44,C0011860,Diabetes Mellitus Non Insulin Dependent,may be treated by,C0000992,Acetohexamide,RO,may_be_treated_by,MED-RT,True,Diabetes Mellitus Non Insulin Dependent may be treated by Acetohexamide.
45,C0032961,Pregnancy,has contraindicated drug,C0000992,Acetohexamide,RO,has_contraindicated_drug,MED-RT,True,Pregnancy has contraindicated drug Acetohexamide.
46,C0000992,Acetohexamide,has active ingredient,C0000992,Acetohexamide,RO,has_active_ingredient,SCTSPA,True,Acetohexamide has active ingredient Acetohexamide.
47,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHFRE,True,Hypoglycemic agents inverse isa Acetohexamide.
48,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHGER,True,Hypoglycemic agents inverse isa Acetohexamide.
49,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHITA,True,Hypoglycemic agents inverse isa Acetohexamide.
50,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHRUS,True,Hypoglycemic agents inverse isa Acetohexamide.
51,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHPOR,True,Hypoglycemic agents inverse isa Acetohexamide.
52,C0020616,Hypoglycemic agents,inverse isa,C0000992,Acetohexamide,RB,inverse_isa,MSHSPA,True,Hypoglycemic agents inverse isa Acetohexamide.
55,C0001655,Corticotrophins,has structural class,C0001655,Corticotrophins,RO,has_structural_class,MED-RT,True,Corticotrophins has structural class Corticotrophins.
56,C0271583,"Acth Deficiency, Isolated",mapped to,C0001655,Corticotrophins,RN,mapped_to,MSH,True,"Acth Deficiency, Isolated mapped to Corticotrophins."
57,C0001655,Corticotrophins,isa,C0001655,Corticotrophins,CHD,isa,MEDCIN,True,Corticotrophins isa Corticotrophins.
58,C0001655,Corticotrophins,active ingredient of,C0001655,Corticotrophins,RO,active_ingredient_of,MEDCIN,True,Corticotrophins active ingredient of Corticotrophins.
59,C0001655,Corticotrophins,has active ingredient,C0001655,Corticotrophins,RO,has_active_ingredient,MEDCIN,True,Corticotrophins has active ingredient Corticotrophins.
60,C0001655,Corticotrophins,inverse isa,C0001655,Corticotrophins,PAR,inverse_isa,MEDCIN,True,Corticotrophins inverse isa Corticotrophins.
61,C3818725,"corticotropin, human",form of,C0001655,Corticotrophins,RN,form_of,RXNORM,True,"corticotropin, human form of Corticotrophins."
62,C0001655,Corticotrophins,structural class of,C0001655,Corticotrophins,RO,structural_class_of,MED-RT,True,Corticotrophins structural class of Corticotrophins.
63,C0020538,Hypertensive disease,has contraindicated drug,C0001655,Corticotrophins,RO,has_contraindicated_drug,MED-RT,True,Hypertensive disease has contraindicated drug Corticotrophins.
72,C0004096,Asthma,related to,C0001873,Air pollution,RO,related_to,MEDLINEPLUS,True,Asthma related to Air pollution.
73,C0085420,indoor air pollution,related to,C0001873,Air pollution,RO,related_to,MEDLINEPLUS,True,indoor air pollution related to Air pollution.
74,C0264408,Childhood asthma,related to,C0001873,Air pollution,RO,related_to,MEDLINEPLUS,True,Childhood asthma related to Air pollution.
92,C0543495,Albuterol sulfate,isa,C0001927,Albuterol,CHD,isa,MEDCIN,True,Albuterol sulfate isa Albuterol.
93,C0001927,Albuterol,inverse isa,C0001927,Albuterol,RB,inverse_isa,MEDCIN,True,Albuterol inverse isa Albuterol.
94,C0001927,Albuterol,active ingredient of,C0001927,Albuterol,RO,active_ingredient_of,MEDCIN,True,Albuterol active ingredient of Albuterol.
97,C0001927,Albuterol,has active ingredient,C0001927,Albuterol,RO,has_active_ingredient,SCTSPA,True,Albuterol has active ingredient Albuterol.
98,C0543495,Albuterol sulfate,is modification of,C0001927,Albuterol,RO,is_modification_of,SCTSPA,True,Albuterol sulfate is modification of Albuterol.
99,C0001927,Albuterol,has active ingredient,C0001927,Albuterol,RO,has_active_ingredient,MEDCIN,True,Albuterol has active ingredient Albuterol.
100,C0001927,Albuterol,has active ingredient,C0001927,Albuterol,RO,has_active_ingredient,SNOMEDCT_US,True,Albuterol has active ingredient Albuterol.
101,C0543495,Albuterol sulfate,is modification of,C0001927,Albuterol,RO,is_modification_of,SNOMEDCT_US,True,Albuterol sulfate is modification of Albuterol.
102,C0001927,Albuterol,active ingredient of,C0001927,Albuterol,RO,active_ingredient_of,SCTSPA,True,Albuterol active ingredient of Albuterol.
103,C0001927,Albuterol,isa,C0001927,Albuterol,RN,isa,MEDCIN,True,Albuterol isa Albuterol.
104,C0543495,Albuterol sulfate,isa,C0001927,Albuterol,RN,isa,MEDCIN,True,Albuterol sulfate isa Albuterol.
105,C0001927,Albuterol,active ingredient of,C0001927,Albuterol,RO,active_ingredient_of,SNOMEDCT_US,True,Albuterol active ingredient of Albuterol.
106,C0543495,Albuterol sulfate,form of,C0001927,Albuterol,RN,form_of,RXNORM,True,Albuterol sulfate form of Albuterol.
107,C0004096,Asthma,may be treated by,C0001927,Albuterol,RO,may_be_treated_by,MED-RT,True,Asthma may be treated by Albuterol.
108,C0004099,Exercise-induced asthma,may be prevented by,C0001927,Albuterol,RO,may_be_prevented_by,MED-RT,True,Exercise-induced asthma may be prevented by Albuterol.
109,C0006266,Bronchospasm,may be prevented by,C0001927,Albuterol,RO,may_be_prevented_by,MED-RT,True,Bronchospasm may be prevented by Albuterol.
110,C0006266,Bronchospasm,may be treated by,C0001927,Albuterol,RO,may_be_treated_by,MED-RT,True,Bronchospasm may be treated by Albuterol.
111,C0020517,Hypersensitivity,has contraindicated drug,C0001927,Albuterol,RO,has_contraindicated_drug,MED-RT,True,Hypersensitivity has contraindicated drug Albuterol.
120,C0543495,Albuterol sulfate,has free acid or base form,C0001927,Albuterol,RO,has_free_acid_or_base_form,NCI,True,Albuterol sulfate has free acid or base form Albuterol.
121,C3899741,CTRP Terminology,subset includes concept,C0001927,Albuterol,RO,subset_includes_concept,NCI,True,CTRP Terminology subset includes concept Albuterol.
130,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSH,True,antihypertensive agent inverse isa Alprenolol.
131,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHSWE,True,antihypertensive agent inverse isa Alprenolol.
133,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHCZE,True,antihypertensive agent inverse isa Alprenolol.
134,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHFIN,True,antihypertensive agent inverse isa Alprenolol.
135,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHJPN,True,antihypertensive agent inverse isa Alprenolol.
136,C0282044,Alprenolol Hydrochloride,has free acid or base form,C0002334,Alprenolol,RO,has_free_acid_or_base_form,NCI,True,Alprenolol Hydrochloride has free acid or base form Alprenolol.
137,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHPOL,True,antihypertensive agent inverse isa Alprenolol.
138,C0282044,Alprenolol Hydrochloride,has active ingredient,C0002334,Alprenolol,RO,has_active_ingredient,MEDCIN,True,Alprenolol Hydrochloride has active ingredient Alprenolol.
139,C0282044,Alprenolol Hydrochloride,form of,C0002334,Alprenolol,RN,form_of,RXNORM,True,Alprenolol Hydrochloride form of Alprenolol.
140,C0020538,Hypertensive disease,may be treated by,C0002334,Alprenolol,RO,may_be_treated_by,MED-RT,True,Hypertensive disease may be treated by Alprenolol.
142,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHFRE,True,antihypertensive agent inverse isa Alprenolol.
143,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHGER,True,antihypertensive agent inverse isa Alprenolol.
144,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHITA,True,antihypertensive agent inverse isa Alprenolol.
145,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHRUS,True,antihypertensive agent inverse isa Alprenolol.
147,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHPOR,True,antihypertensive agent inverse isa Alprenolol.
148,C0003364,antihypertensive agent,inverse isa,C0002334,Alprenolol,RB,inverse_isa,MSHSPA,True,antihypertensive agent inverse isa Alprenolol.
151,C0040869,Triamterene,contraindicated class of,C0002502,Amiloride,RO,contraindicated_class_of,MED-RT,True,Triamterene contraindicated class of Amiloride.
153,C0546849,Amiloride hydrochloride,has free acid or base form,C0002502,Amiloride,RO,has_free_acid_or_base_form,NCI,True,Amiloride hydrochloride has free acid or base form Amiloride.
155,C0546849,Amiloride hydrochloride,isa,C0002502,Amiloride,CHD,isa,MEDCIN,True,Amiloride hydrochloride isa Amiloride.
156,C0002502,Amiloride,inverse isa,C0002502,Amiloride,RB,inverse_isa,MEDCIN,True,Amiloride inverse isa Amiloride.
157,C0002502,Amiloride,active ingredient of,C0002502,Amiloride,RO,active_ingredient_of,MEDCIN,True,Amiloride active ingredient of Amiloride.
158,C0002502,Amiloride,has active ingredient,C0002502,Amiloride,RO,has_active_ingredient,MEDCIN,True,Amiloride has active ingredient Amiloride.
159,C0002502,Amiloride,has active ingredient,C0002502,Amiloride,RO,has_active_ingredient,SNOMEDCT_US,True,Amiloride has active ingredient Amiloride.
160,C0546849,Amiloride hydrochloride,is modification of,C0002502,Amiloride,RO,is_modification_of,SNOMEDCT_US,True,Amiloride hydrochloride is modification of Amiloride.
161,C0002502,Amiloride,active ingredient of,C0002502,Amiloride,RO,active_ingredient_of,SCTSPA,True,Amiloride active ingredient of Amiloride.
162,C0002502,Amiloride,isa,C0002502,Amiloride,RN,isa,MEDCIN,True,Amiloride isa Amiloride.
163,C0546849,Amiloride hydrochloride,isa,C0002502,Amiloride,RN,isa,MEDCIN,True,Amiloride hydrochloride isa Amiloride.
164,C0002502,Amiloride,active ingredient of,C0002502,Amiloride,RO,active_ingredient_of,SNOMEDCT_US,True,Amiloride active ingredient of Amiloride.
165,C0546849,Amiloride hydrochloride,replaced by,C0002502,Amiloride,RO,replaced_by,SNOMEDCT_US,True,Amiloride hydrochloride replaced by Amiloride.
166,C0546849,Amiloride hydrochloride,form of,C0002502,Amiloride,RN,form_of,RXNORM,True,Amiloride hydrochloride form of Amiloride.
167,C0949217,Amiloride hydrochloride anhydrous,form of,C0002502,Amiloride,RN,form_of,RXNORM,True,Amiloride hydrochloride anhydrous form of Amiloride.
168,C0010674,Cystic fibrosis,may be treated by,C0002502,Amiloride,RO,may_be_treated_by,MED-RT,True,Cystic fibrosis may be treated by Amiloride.
169,C0011881,Nephropathy Diabetic,has contraindicated drug,C0002502,Amiloride,RO,has_contraindicated_drug,MED-RT,True,Nephropathy Diabetic has contraindicated drug Amiloride.
170,C0013604,edema,may be treated by,C0002502,Amiloride,RO,may_be_treated_by,MED-RT,True,edema may be treated by Amiloride.
171,C0020538,Hypertensive disease,may be treated by,C0002502,Amiloride,RO,may_be_treated_by,MED-RT,True,Hypertensive disease may be treated by Amiloride.
172,C0032617,Polyuria,may be treated by,C0002502,Amiloride,RO,may_be_treated_by,MED-RT,True,Polyuria may be treated by Amiloride.
173,C0037982,Spironolactone,has contraindicated class,C0002502,Amiloride,RO,has_contraindicated_class,MED-RT,True,Spironolactone has contraindicated class Amiloride.
174,C0040869,Triamterene,has contraindicated class,C0002502,Amiloride,RO,has_contraindicated_class,MED-RT,True,Triamterene has contraindicated class Amiloride.
175,C0002502,Amiloride,has active ingredient,C0002502,Amiloride,RO,has_active_ingredient,SCTSPA,True,Amiloride has active ingredient Amiloride.
176,C0546849,Amiloride hydrochloride,is modification of,C0002502,Amiloride,RO,is_modification_of,SCTSPA,True,Amiloride hydrochloride is modification of Amiloride.
182,C3899741,CTRP Terminology,subset includes concept,C0002575,Aminophylline,RO,subset_includes_concept,NCI,True,CTRP Terminology subset includes concept Aminophylline.
186,C0002575,Aminophylline,inverse isa,C0002575,Aminophylline,RB,inverse_isa,MEDCIN,True,Aminophylline inverse isa Aminophylline.
187,C0002575,Aminophylline,active ingredient of,C0002575,Aminophylline,RO,active_ingredient_of,MEDCIN,True,Aminophylline active ingredient of Aminophylline.
191,C0002575,Aminophylline,has active ingredient,C0002575,Aminophylline,RO,has_active_ingredient,MEDCIN,True,Aminophylline has active ingredient Aminophylline.
192,C0002575,Aminophylline,has active ingredient,C0002575,Aminophylline,RO,has_active_ingredient,SNOMEDCT_US,True,Aminophylline has active ingredient Aminophylline.
193,C0039771,Theophylline,has modification,C0002575,Aminophylline,RO,has_modification,SNOMEDCT_US,True,Theophylline has modification Aminophylline.
194,C1271551,Aminophylline hydrate,is modification of,C0002575,Aminophylline,RO,is_modification_of,SNOMEDCT_US,True,Aminophylline hydrate is modification of Aminophylline.
195,C3472162,Aminophylline dihydrate,is modification of,C0002575,Aminophylline,RO,is_modification_of,SNOMEDCT_US,True,Aminophylline dihydrate is modification of Aminophylline.
196,C0039771,Theophylline,inverse isa,C0002575,Aminophylline,PAR,inverse_isa,SCTSPA,True,Theophylline inverse isa Aminophylline.
197,C0002575,Aminophylline,active ingredient of,C0002575,Aminophylline,RO,active_ingredient_of,SCTSPA,True,Aminophylline active ingredient of Aminophylline.
198,C0039771,Theophylline,inverse isa,C0002575,Aminophylline,PAR,inverse_isa,SNOMEDCT_US,True,Theophylline inverse isa Aminophylline.
199,C0002575,Aminophylline,isa,C0002575,Aminophylline,RN,isa,MEDCIN,True,Aminophylline isa Aminophylline.
200,C0002575,Aminophylline,active ingredient of,C0002575,Aminophylline,RO,active_ingredient_of,SNOMEDCT_US,True,Aminophylline active ingredient of Aminophylline.
201,C1271551,Aminophylline hydrate,form of,C0002575,Aminophylline,RN,form_of,RXNORM,True,Aminophylline hydrate form of Aminophylline.
202,C3472162,Aminophylline dihydrate,form of,C0002575,Aminophylline,RN,form_of,RXNORM,True,Aminophylline dihydrate form of Aminophylline.
203,C0004096,Asthma,may be treated by,C0002575,Aminophylline,RO,may_be_treated_by,MED-RT,True,Asthma may be treated by Aminophylline.
204,C0006266,Bronchospasm,may be prevented by,C0002575,Aminophylline,RO,may_be_prevented_by,MED-RT,True,Bronchospasm may be prevented by Aminophylline.
205,C0006266,Bronchospasm,may be treated by,C0002575,Aminophylline,RO,may_be_treated_by,MED-RT,True,Bronchospasm may be treated by Aminophylline.
206,C0006277,Bronchitis,may be treated by,C0002575,Aminophylline,RO,may_be_treated_by,MED-RT,True,Bronchitis may be treated by Aminophylline.
207,C0002575,Aminophylline,has active ingredient,C0002575,Aminophylline,RO,has_active_ingredient,SCTSPA,True,Aminophylline has active ingredient Aminophylline.
208,C0039771,Theophylline,has modification,C0002575,Aminophylline,RO,has_modification,SCTSPA,True,Theophylline has modification Aminophylline.
209,C1271551,Aminophylline hydrate,is modification of,C0002575,Aminophylline,RO,is_modification_of,SCTSPA,True,Aminophylline hydrate is modification of Aminophylline.
210,C3472162,Aminophylline dihydrate,is modification of,C0002575,Aminophylline,RO,is_modification_of,SCTSPA,True,Aminophylline dihydrate is modification of Aminophylline.
225,C0282051,Amphetamine sulfate,has free acid or base form,C0002658,Amphetamine,RO,has_free_acid_or_base_form,NCI,True,Amphetamine sulfate has free acid or base form Amphetamine.
226,C0724524,Amphetamine aspartate,has free acid or base form,C0002658,Amphetamine,RO,has_free_acid_or_base_form,NCI,True,Amphetamine aspartate has free acid or base form Amphetamine.
234,C0002658,Amphetamine,has active ingredient,C0002658,Amphetamine,RO,has_active_ingredient,SNOMEDCT_US,True,Amphetamine has active ingredient Amphetamine.
235,C0282051,Amphetamine sulfate,is modification of,C0002658,Amphetamine,RO,is_modification_of,SNOMEDCT_US,True,Amphetamine sulfate is modification of Amphetamine.
236,C0724524,Amphetamine aspartate,is modification of,C0002658,Amphetamine,RO,is_modification_of,SNOMEDCT_US,True,Amphetamine aspartate is modification of Amphetamine.
237,C0002658,Amphetamine,has active ingredient,C0002658,Amphetamine,RO,has_active_ingredient,SCTSPA,True,Amphetamine has active ingredient Amphetamine.
238,C0282051,Amphetamine sulfate,is modification of,C0002658,Amphetamine,RO,is_modification_of,SCTSPA,True,Amphetamine sulfate is modification of Amphetamine.
239,C0724524,Amphetamine aspartate,is modification of,C0002658,Amphetamine,RO,is_modification_of,SCTSPA,True,Amphetamine aspartate is modification of Amphetamine.
240,C0002658,Amphetamine,active ingredient of,C0002658,Amphetamine,RO,active_ingredient_of,SCTSPA,True,Amphetamine active ingredient of Amphetamine.
241,C0282051,Amphetamine sulfate,isa,C0002658,Amphetamine,RN,isa,MEDCIN,True,Amphetamine sulfate isa Amphetamine.
242,C0002658,Amphetamine,active ingredient of,C0002658,Amphetamine,RO,active_ingredient_of,SNOMEDCT_US,True,Amphetamine active ingredient of Amphetamine.
243,C0282051,Amphetamine sulfate,form of,C0002658,Amphetamine,RN,form_of,RXNORM,True,Amphetamine sulfate form of Amphetamine.
244,C0724524,Amphetamine aspartate,form of,C0002658,Amphetamine,RN,form_of,RXNORM,True,Amphetamine aspartate form of Amphetamine.
245,C1331034,Amphetamine aspartate monohydrate,form of,C0002658,Amphetamine,RN,form_of,RXNORM,True,Amphetamine aspartate monohydrate form of Amphetamine.
246,C1601983,amphetamine saccharate,form of,C0002658,Amphetamine,RN,form_of,RXNORM,True,amphetamine saccharate form of Amphetamine.
247,C0003850,Arteriosclerosis,has contraindicated drug,C0002658,Amphetamine,RO,has_contraindicated_drug,MED-RT,True,Arteriosclerosis has contraindicated drug Amphetamine.
248,C0020538,Hypertensive disease,has contraindicated drug,C0002658,Amphetamine,RO,has_contraindicated_drug,MED-RT,True,Hypertensive disease has contraindicated drug Amphetamine.
249,C2917273,Increased Blood Pressure [PE],has contraindicated physiologic effect,C0002658,Amphetamine,RO,has_contraindicated_physiologic_effect,MED-RT,True,Increased Blood Pressure [PE] has contraindicated physiologic effect Amphetamine.
267,C0000946,Acebutolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Acebutolol may treat Angina Pectoris.
268,C0004147,Atenolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Atenolol may treat Angina Pectoris.
269,C0005116,Bepridil,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Bepridil may treat Angina Pectoris.
270,C0022614,Ketamine,contraindicated with disease,C0002962,Angina Pectoris,RO,contraindicated_with_disease,MED-RT,True,Ketamine contraindicated with disease Angina Pectoris.
271,C0022860,Labetalol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Labetalol may treat Angina Pectoris.
272,C0025859,Metoprolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Metoprolol may treat Angina Pectoris.
273,C0027302,Nadolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Nadolol may treat Angina Pectoris.
274,C0030812,Penbutolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Penbutolol may treat Angina Pectoris.
275,C0031937,Pindolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Pindolol may treat Angina Pectoris.
276,C0033497,Propranolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Propranolol may treat Angina Pectoris.
277,C0040233,Timolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Timolol may treat Angina Pectoris.
278,C0041536,Ubidecarenone,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Ubidecarenone may treat Angina Pectoris.
279,C0053799,Bisoprolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Bisoprolol may treat Angina Pectoris.
280,C0054836,Carvedilol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Carvedilol may treat Angina Pectoris.
281,C0055021,Celiprolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Celiprolol may treat Angina Pectoris.
282,C0087093,Timolol maleate,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Timolol maleate may treat Angina Pectoris.
283,C0116569,Esmolol,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Esmolol may treat Angina Pectoris.
284,C0132512,Nilvadipine,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Nilvadipine may treat Angina Pectoris.
285,C0282292,Penbutolol sulfate,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Penbutolol sulfate may treat Angina Pectoris.
286,C0282321,Propranolol hydrochloride,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Propranolol hydrochloride may treat Angina Pectoris.
287,C0286185,Mibefradil,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Mibefradil may treat Angina Pectoris.
288,C0286186,Mibefradil Dihydrochloride,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Mibefradil Dihydrochloride may treat Angina Pectoris.
289,C0350132,Metoprolol Fumarate,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Metoprolol Fumarate may treat Angina Pectoris.
290,C0543447,Acebutolol hydrochloride,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Acebutolol hydrochloride may treat Angina Pectoris.
291,C0543473,Bisoprolol fumarate,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Bisoprolol fumarate may treat Angina Pectoris.
292,C0699440,Labetalol hydrochloride,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Labetalol hydrochloride may treat Angina Pectoris.
293,C0700475,Celiprolol hydrochloride,may treat,C0002962,Angina Pectoris,RO,may_treat,MED-RT,True,Celiprolol hydrochloride may treat Angina Pectoris.
